name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A,source_file
HUNT Emma,USA,1,6.36,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,6.363,6.715,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
KALUCKA Natalia,POL,2,6.44,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,6.44,6.562,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
DENG Lijuan,CHN,3,6.50,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,6.64,6.502,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
ZHOU Yafei,CHN,4,6.56,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,6.56,6.715,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
QIN Yumei,CHN,5,6.74,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,6.917,6.744,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
ZHANG Shaoqin,CHN,6,6.79,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,8.582,6.795,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
MENG Shixue,CHN,7,6.95,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,6.95,9.537,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
KELLY Piper,USA,8,7.02,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,7.183,7.029,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
RANDI  Giulia,ITA,9,7.24,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,8.074,7.249,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
COLLI Beatrice,ITA,10,7.28,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,7.284,8.206,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
ULZHABAYEVA Tamara,KAZ,11,7.330,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,7.75,7.33,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
ROMERO PÉREZ Leslie Adriana,ESP,12,7.338,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,DNF,7.338,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
ROJAS Andrea,ECU,13,7.35,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,DNF,7.358,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
YANG Mi,CHN,14,7.42,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,7.424,8.085,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
ROTHFORK Isis,USA,15,7.49,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,7.492,DNF,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
CHUDZIAK Patrycja,POL,16,7.67,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,7.847,7.672,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
WALSH Madi,USA,17,7.79,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,9.166,7.797,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
MACIAS FERREIRA Valeria,MEX,18,7.82,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,8.288,7.826,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
CURCIO Sophia,USA,19,7.93,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,7.936,8.866,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
TKACHOVA Daria,UKR,20,7.99,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,9.06,7.999,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
BALARSHINA Anna,KAZ,21,8.09,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,12.578,8.095,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
PATAJO Micaela,USA,22,8.32,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,8.496,8.322,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
RUNNELS Liberty,USA,23,8.37,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,9.801,8.378,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
NGUYEN Lily,USA,24,8.39,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,8.396,9.085,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
FIORIO Agnese,ITA,25,8.96,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,8.963,9.003,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
TAKEUCHI Emiko,USA,26,9.46,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,9.469,10.405,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
MORIN Aleya,CAN,27,9.58,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Women,Qualification,2025-05-31,/api/v1/category_rounds/9743/results,/api/v1/events/1455/result/6,9.989,9.589,"2025-05-31_Denver, USA_Speed_Women_Qualification.csv"
