name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
MCNEICE Erin,GBR,1,TOP,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Women,Semi-final,2025-05-02,/api/v1/category_rounds/9982/results,/api/v1/events/1407/result/5,TOP,"2025-05-02_Bali, INA_Lead_Women_Semi-final.csv"
SEO Chaehyun,KOR,2,TOP,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Women,Semi-final,2025-05-02,/api/v1/category_rounds/9982/results,/api/v1/events/1407/result/5,TOP,"2025-05-02_Bali, INA_Lead_Women_Semi-final.csv"
MORI Ai,JPN,3,49,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Women,Semi-final,2025-05-02,/api/v1/category_rounds/9982/results,/api/v1/events/1407/result/5,49,"2025-05-02_Bali, INA_Lead_Women_Semi-final.csv"
ROGORA Laura,ITA,4,48+,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Women,Semi-final,2025-05-02,/api/v1/category_rounds/9982/results,/api/v1/events/1407/result/5,48+,"2025-05-02_Bali, INA_Lead_Women_Semi-final.csv"
OBLASSER Flora,AUT,5,38,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Women,Semi-final,2025-05-02,/api/v1/category_rounds/9982/results,/api/v1/events/1407/result/5,38,"2025-05-02_Bali, INA_Lead_Women_Semi-final.csv"
Rekar Rosa,SLO,6,37+,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Women,Semi-final,2025-05-02,/api/v1/category_rounds/9982/results,/api/v1/events/1407/result/5,37+,"2025-05-02_Bali, INA_Lead_Women_Semi-final.csv"
KRAMPL Mia,SLO,7,37+,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Women,Semi-final,2025-05-02,/api/v1/category_rounds/9982/results,/api/v1/events/1407/result/5,37+,"2025-05-02_Bali, INA_Lead_Women_Semi-final.csv"
MACKENZIE Oceania,AUS,8,37+,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Women,Semi-final,2025-05-02,/api/v1/category_rounds/9982/results,/api/v1/events/1407/result/5,37+,"2025-05-02_Bali, INA_Lead_Women_Semi-final.csv"
JANICOT Hélène,FRA,9,37+,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Women,Semi-final,2025-05-02,/api/v1/category_rounds/9982/results,/api/v1/events/1407/result/5,37+,"2025-05-02_Bali, INA_Lead_Women_Semi-final.csv"
DOUMONT Heloïse,BEL,10,37+,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Women,Semi-final,2025-05-02,/api/v1/category_rounds/9982/results,/api/v1/events/1407/result/5,37+,"2025-05-02_Bali, INA_Lead_Women_Semi-final.csv"
KOTAKE Mei,JPN,10,37+,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Women,Semi-final,2025-05-02,/api/v1/category_rounds/9982/results,/api/v1/events/1407/result/5,37+,"2025-05-02_Bali, INA_Lead_Women_Semi-final.csv"
