name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
YOSHIDA Satone,JPN,1,36+,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Men,Semi-final,2025-05-02,/api/v1/category_rounds/9981/results,/api/v1/events/1407/result/1,36+,"2025-05-02_Bali, INA_Lead_Men_Semi-final.csv"
FLOHÉ Yannick,GER,2,35+,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Men,Semi-final,2025-05-02,/api/v1/category_rounds/9981/results,/api/v1/events/1407/result/1,35+,"2025-05-02_Bali, INA_Lead_Men_Semi-final.csv"
GINÉS LÓPEZ Alberto,ESP,3,33+,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Men,Semi-final,2025-05-02,/api/v1/category_rounds/9981/results,/api/v1/events/1407/result/1,33+,"2025-05-02_Bali, INA_Lead_Men_Semi-final.csv"
SUZUKI Neo,JPN,4,33+,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Men,Semi-final,2025-05-02,/api/v1/category_rounds/9981/results,/api/v1/events/1407/result/1,33+,"2025-05-02_Bali, INA_Lead_Men_Semi-final.csv"
LEE Dohyun,KOR,5,33+,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Men,Semi-final,2025-05-02,/api/v1/category_rounds/9981/results,/api/v1/events/1407/result/1,33+,"2025-05-02_Bali, INA_Lead_Men_Semi-final.csv"
OMATA Shion,JPN,6,33+,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Men,Semi-final,2025-05-02,/api/v1/category_rounds/9981/results,/api/v1/events/1407/result/1,33+,"2025-05-02_Bali, INA_Lead_Men_Semi-final.csv"
RIZKY SYAHRAFLI SIMATUPANG Muhammad,INA,7,33+,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Men,Semi-final,2025-05-02,/api/v1/category_rounds/9981/results,/api/v1/events/1407/result/1,33+,"2025-05-02_Bali, INA_Lead_Men_Semi-final.csv"
BERTONE Max,FRA,8,31+,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Men,Semi-final,2025-05-02,/api/v1/category_rounds/9981/results,/api/v1/events/1407/result/1,31+,"2025-05-02_Bali, INA_Lead_Men_Semi-final.csv"
SCHENK Filip,ITA,9,31+,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Men,Semi-final,2025-05-02,/api/v1/category_rounds/9981/results,/api/v1/events/1407/result/1,31+,"2025-05-02_Bali, INA_Lead_Men_Semi-final.csv"
HOMMA Taisei,JPN,10,30,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Men,Semi-final,2025-05-02,/api/v1/category_rounds/9981/results,/api/v1/events/1407/result/1,30,"2025-05-02_Bali, INA_Lead_Men_Semi-final.csv"
