name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A,source_file
MIROSLAW Aleksandra,POL,1,6.26,IFSC World Cup Krakow 2025,1413,2025,"Krakow, POL",Speed,Women,Qualification,2025-07-05,/api/v1/category_rounds/9404/results,/api/v1/events/1413/result/6,6.262,6.388,"2025-07-05_Krakow, POL_Speed_Women_Qualification.csv"
KALUCKA Natalia,POL,2,6.48,IFSC World Cup Krakow 2025,1413,2025,"Krakow, POL",Speed,Women,Qualification,2025-07-05,/api/v1/category_rounds/9404/results,/api/v1/events/1413/result/6,6.644,6.486,"2025-07-05_Krakow, POL_Speed_Women_Qualification.csv"
ZHOU Yafei,CHN,3,6.680,IFSC World Cup Krakow 2025,1413,2025,"Krakow, POL",Speed,Women,Qualification,2025-07-05,/api/v1/category_rounds/9404/results,/api/v1/events/1413/result/6,6.68,6.843,"2025-07-05_Krakow, POL_Speed_Women_Qualification.csv"
HUNT Emma,USA,4,6.682,IFSC World Cup Krakow 2025,1413,2025,"Krakow, POL",Speed,Women,Qualification,2025-07-05,/api/v1/category_rounds/9404/results,/api/v1/events/1413/result/6,8.751,6.682,"2025-07-05_Krakow, POL_Speed_Women_Qualification.csv"
JEONG Jimin,KOR,5,6.71,IFSC World Cup Krakow 2025,1413,2025,"Krakow, POL",Speed,Women,Qualification,2025-07-05,/api/v1/category_rounds/9404/results,/api/v1/events/1413/result/6,6.715,7.629,"2025-07-05_Krakow, POL_Speed_Women_Qualification.csv"
MADE RITA KUSUMA DEWI Desak,INA,6,6.79,IFSC World Cup Krakow 2025,1413,2025,"Krakow, POL",Speed,Women,Qualification,2025-07-05,/api/v1/category_rounds/9404/results,/api/v1/events/1413/result/6,7.782,6.794,"2025-07-05_Krakow, POL_Speed_Women_Qualification.csv"
KALUCKA Aleksandra,POL,7,6.851,IFSC World Cup Krakow 2025,1413,2025,"Krakow, POL",Speed,Women,Qualification,2025-07-05,/api/v1/category_rounds/9404/results,/api/v1/events/1413/result/6,6.851,6.89,"2025-07-05_Krakow, POL_Speed_Women_Qualification.csv"
DENG Lijuan,CHN,8,6.857,IFSC World Cup Krakow 2025,1413,2025,"Krakow, POL",Speed,Women,Qualification,2025-07-05,/api/v1/category_rounds/9404/results,/api/v1/events/1413/result/6,6.878,6.857,"2025-07-05_Krakow, POL_Speed_Women_Qualification.csv"
QIN Yumei,CHN,9,6.86,IFSC World Cup Krakow 2025,1413,2025,"Krakow, POL",Speed,Women,Qualification,2025-07-05,/api/v1/category_rounds/9404/results,/api/v1/events/1413/result/6,6.865,10.82,"2025-07-05_Krakow, POL_Speed_Women_Qualification.csv"
ZHANG Mengli,CHN,10,7.05,IFSC World Cup Krakow 2025,1413,2025,"Krakow, POL",Speed,Women,Qualification,2025-07-05,/api/v1/category_rounds/9404/results,/api/v1/events/1413/result/6,7.051,DNF,"2025-07-05_Krakow, POL_Speed_Women_Qualification.csv"
RANDI  Giulia,ITA,11,7.06,IFSC World Cup Krakow 2025,1413,2025,"Krakow, POL",Speed,Women,Qualification,2025-07-05,/api/v1/category_rounds/9404/results,/api/v1/events/1413/result/6,7.061,7.307,"2025-07-05_Krakow, POL_Speed_Women_Qualification.csv"
COLLI Beatrice,ITA,12,7.10,IFSC World Cup Krakow 2025,1413,2025,"Krakow, POL",Speed,Women,Qualification,2025-07-05,/api/v1/category_rounds/9404/results,/api/v1/events/1413/result/6,7.102,7.299,"2025-07-05_Krakow, POL_Speed_Women_Qualification.csv"
ZHANG Shaoqin,CHN,13,7.11,IFSC World Cup Krakow 2025,1413,2025,"Krakow, POL",Speed,Women,Qualification,2025-07-05,/api/v1/category_rounds/9404/results,/api/v1/events/1413/result/6,7.114,7.267,"2025-07-05_Krakow, POL_Speed_Women_Qualification.csv"
AMANDA Narda Mutia,INA,14,7.14,IFSC World Cup Krakow 2025,1413,2025,"Krakow, POL",Speed,Women,Qualification,2025-07-05,/api/v1/category_rounds/9404/results,/api/v1/events/1413/result/6,7.14,DNF,"2025-07-05_Krakow, POL_Speed_Women_Qualification.csv"
LESTARI Puja,INA,15,7.15,IFSC World Cup Krakow 2025,1413,2025,"Krakow, POL",Speed,Women,Qualification,2025-07-05,/api/v1/category_rounds/9404/results,/api/v1/events/1413/result/6,7.15,DNF,"2025-07-05_Krakow, POL_Speed_Women_Qualification.csv"
MARTÍNEZ VIDAL Carla,ESP,16,7.16,IFSC World Cup Krakow 2025,1413,2025,"Krakow, POL",Speed,Women,Qualification,2025-07-05,/api/v1/category_rounds/9404/results,/api/v1/events/1413/result/6,7.161,7.861,"2025-07-05_Krakow, POL_Speed_Women_Qualification.csv"
