name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
ANRAKU Sorato,JPN,1,49+,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Semi-final,2025-04-25,/api/v1/category_rounds/9957/results,/api/v1/events/1406/result/1,49+,"2025-04-25_Wujiang, CHN_Lead_Men_Semi-final.csv"
GINÉS LÓPEZ Alberto,ESP,1,49+,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Semi-final,2025-04-25,/api/v1/category_rounds/9957/results,/api/v1/events/1406/result/1,49+,"2025-04-25_Wujiang, CHN_Lead_Men_Semi-final.csv"
SCHENK Filip,ITA,3,49+,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Semi-final,2025-04-25,/api/v1/category_rounds/9957/results,/api/v1/events/1406/result/1,49+,"2025-04-25_Wujiang, CHN_Lead_Men_Semi-final.csv"
SUZUKI Neo,JPN,4,47+,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Semi-final,2025-04-25,/api/v1/category_rounds/9957/results,/api/v1/events/1406/result/1,47+,"2025-04-25_Wujiang, CHN_Lead_Men_Semi-final.csv"
YOSHIDA Satone,JPN,4,47+,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Semi-final,2025-04-25,/api/v1/category_rounds/9957/results,/api/v1/events/1406/result/1,47+,"2025-04-25_Wujiang, CHN_Lead_Men_Semi-final.csv"
PAN Yufei,CHN,6,47+,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Semi-final,2025-04-25,/api/v1/category_rounds/9957/results,/api/v1/events/1406/result/1,47+,"2025-04-25_Wujiang, CHN_Lead_Men_Semi-final.csv"
POTOCAR Luka,SLO,7,46,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Semi-final,2025-04-25,/api/v1/category_rounds/9957/results,/api/v1/events/1406/result/1,46,"2025-04-25_Wujiang, CHN_Lead_Men_Semi-final.csv"
FLOHÉ Yannick,GER,8,45,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Semi-final,2025-04-25,/api/v1/category_rounds/9957/results,/api/v1/events/1406/result/1,45,"2025-04-25_Wujiang, CHN_Lead_Men_Semi-final.csv"
UTELLI Jonas,SUI,9,42+,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Semi-final,2025-04-25,/api/v1/category_rounds/9957/results,/api/v1/events/1406/result/1,42+,"2025-04-25_Wujiang, CHN_Lead_Men_Semi-final.csv"
VAN DUYSEN Hannes,BEL,10,41+,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Semi-final,2025-04-25,/api/v1/category_rounds/9957/results,/api/v1/events/1406/result/1,41+,"2025-04-25_Wujiang, CHN_Lead_Men_Semi-final.csv"
