name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
ANRAKU Sorato,JPN,1,84.3,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Men,Semi-final,2025-06-06,/api/v1/category_rounds/10037/results,/api/v1/events/1410/result/3,1,1,5,1,3,1,X,2,"2025-06-06_Prague, CZE_Boulder_Men_Semi-final.csv"
SCHALCK Mejdi,FRA,2,69.9,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Men,Semi-final,2025-06-06,/api/v1/category_rounds/10037/results,/api/v1/events/1410/result/3,X,1,1,1,1,1,X,2,"2025-06-06_Prague, CZE_Boulder_Men_Semi-final.csv"
AMAGASA Sohta,JPN,3,69.5,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Men,Semi-final,2025-06-06,/api/v1/category_rounds/10037/results,/api/v1/events/1410/result/3,X,1,5,1,1,1,X,2,"2025-06-06_Prague, CZE_Boulder_Men_Semi-final.csv"
LEE Dohyun,KOR,4,69.3,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Men,Semi-final,2025-06-06,/api/v1/category_rounds/10037/results,/api/v1/events/1410/result/3,X,1,1,1,8,4,X,1,"2025-06-06_Prague, CZE_Boulder_Men_Semi-final.csv"
PAN Yufei,CHN,5,69.0,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Men,Semi-final,2025-06-06,/api/v1/category_rounds/10037/results,/api/v1/events/1410/result/3,X,2,2,1,5,3,X,5,"2025-06-06_Prague, CZE_Boulder_Men_Semi-final.csv"
PEHARC Anze,SLO,6,59.1,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Men,Semi-final,2025-06-06,/api/v1/category_rounds/10037/results,/api/v1/events/1410/result/3,X,1,6,5,5,2,X,X,"2025-06-06_Prague, CZE_Boulder_Men_Semi-final.csv"
RICHARD Samuel,FRA,7,54.0,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Men,Semi-final,2025-06-06,/api/v1/category_rounds/10037/results,/api/v1/events/1410/result/3,X,1,X,3,4,2,X,6,"2025-06-06_Prague, CZE_Boulder_Men_Semi-final.csv"
VAN DUYSEN Hannes,BEL,8,53.6,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Men,Semi-final,2025-06-06,/api/v1/category_rounds/10037/results,/api/v1/events/1410/result/3,X,2,3,2,X,3,X,10,"2025-06-06_Prague, CZE_Boulder_Men_Semi-final.csv"
MACDOUGALL Jack,GBR,9,49.7,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Men,Semi-final,2025-06-06,/api/v1/category_rounds/10037/results,/api/v1/events/1410/result/3,X,X,2,1,3,1,X,X,"2025-06-06_Prague, CZE_Boulder_Men_Semi-final.csv"
GIRARD Antoine,FRA,10,44.8,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Men,Semi-final,2025-06-06,/api/v1/category_rounds/10037/results,/api/v1/events/1410/result/3,X,1,3,3,X,1,X,X,"2025-06-06_Prague, CZE_Boulder_Men_Semi-final.csv"
ARRIAGADA KRÜGER Elias,GER,11,44.7,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Men,Semi-final,2025-06-06,/api/v1/category_rounds/10037/results,/api/v1/events/1410/result/3,X,1,3,1,X,2,X,X,"2025-06-06_Prague, CZE_Boulder_Men_Semi-final.csv"
