name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
Garnbret Janja,SLO,1,48,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,48,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
SEO Chaehyun,KOR,1,48,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,48,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
Rogora Laura,ITA,3,47,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,47,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
Rekar Rosa,SLO,4,44+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,44+,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
Mcneice Erin,GBR,5,40+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,40+,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
Rakovec Lucka,SLO,6,39+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,39+,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
Tarkus Lucija,SLO,7,39+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,39+,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
Doumont Heloïse,BEL,8,39+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,39+,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
KIM Chaeyeong,KOR,9,39,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,39,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
Hily Manon,FRA,10,36+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,36+,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
NAKAGAWA Ryu,JPN,11,36+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,36+,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
Pilz Jessica,AUT,12,35+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,35+,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
Pötzi Mattea,AUT,13,35+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,35+,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
Totkova Aleksandra,BUL,14,35,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,35,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
Macià Martín Geila,ESP,15,30,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,30,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
KIM Jain,KOR,16,29+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,29+,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
Pouget Camille,FRA,17,29+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,29+,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
KIM Juha,KOR,18,29+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,29+,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
Oblasser Flora,AUT,18,29+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,29+,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
Krampl Mia,SLO,20,27+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,27+,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
Hirano Natsumi,JPN,21,25+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,25+,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
Van Hoang Analise,USA,22,25+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,25+,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
Peetermans Zoe,GBR,23,25+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,25+,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
TANII Natsuki,JPN,24,25,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,25,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
Janicot Hélène,FRA,25,25,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Women,Semi-final,2025-09-05,/api/v1/category_rounds/10251/results,/api/v1/events/1416/result/5,25,"2025-09-05_Koper, SLO_Lead_Women_Semi-final.csv"
