name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
SANDERS Annie,USA,1.0,1.41,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Qualification,2025-07-11,/api/v1/category_rounds/9406/results,/api/v1/events/1414/result/5,TOP,TOP,"2025-07-11_Chamonix, FRA_Lead_Women_Qualification.csv"
ROGORA Laura,ITA,2.0,2.0,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Qualification,2025-07-11,/api/v1/category_rounds/9406/results,/api/v1/events/1414/result/5,47+,TOP,"2025-07-11_Chamonix, FRA_Lead_Women_Qualification.csv"
REKAR Rosa,SLO,3.0,3.16,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Qualification,2025-07-11,/api/v1/category_rounds/9406/results,/api/v1/events/1414/result/5,41+,TOP,"2025-07-11_Chamonix, FRA_Lead_Women_Qualification.csv"
SEO Chaehyun,KOR,4.0,4.9,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Qualification,2025-07-11,/api/v1/category_rounds/9406/results,/api/v1/events/1414/result/5,42+,40+,"2025-07-11_Chamonix, FRA_Lead_Women_Qualification.csv"
Raboutou Brooke,USA,5.0,6.32,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Qualification,2025-07-11,/api/v1/category_rounds/9406/results,/api/v1/events/1414/result/5,41+,40+,"2025-07-11_Chamonix, FRA_Lead_Women_Qualification.csv"
Rakovec Lucka,SLO,6.0,7.48,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Qualification,2025-07-11,/api/v1/category_rounds/9406/results,/api/v1/events/1414/result/5,41,40+,"2025-07-11_Chamonix, FRA_Lead_Women_Qualification.csv"
MACKENZIE Oceania,AUS,7.0,9.17,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Qualification,2025-07-11,/api/v1/category_rounds/9406/results,/api/v1/events/1414/result/5,39+,40+,"2025-07-11_Chamonix, FRA_Lead_Women_Qualification.csv"
POUGET Camille,FRA,8.0,9.87,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Qualification,2025-07-11,/api/v1/category_rounds/9406/results,/api/v1/events/1414/result/5,41+,39,"2025-07-11_Chamonix, FRA_Lead_Women_Qualification.csv"
FISER Julia,AUT,9.0,10.39,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Qualification,2025-07-11,/api/v1/category_rounds/9406/results,/api/v1/events/1414/result/5,40+,40,"2025-07-11_Chamonix, FRA_Lead_Women_Qualification.csv"
MACIÀ MARTÍN Geila,ESP,9.0,10.39,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Qualification,2025-07-11,/api/v1/category_rounds/9406/results,/api/v1/events/1414/result/5,39,40+,"2025-07-11_Chamonix, FRA_Lead_Women_Qualification.csv"
