name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
LEE Dohyun,KOR,1,99.8,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,3,3,1,1,1,1,1,1,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
ANRAKU Sorato,JPN,2,69.4,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,X,2,2,2,3,3,X,3,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
VAN DUYSEN Hannes,BEL,3,54.5,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,5,5,X,1,X,1,X,2,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
AKHTAR Dayan,GBR,4,49.6,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,3,1,X,X,3,3,X,X,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
JENFT Paul,FRA,5,44.4,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,3,2,X,X,X,5,X,1,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
PAN Yufei,CHN,6,44.3,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,X,5,X,X,4,4,X,1,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
DUFFY Colin,USA,7,34.2,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,7,4,X,X,X,3,X,X,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
SCHALCK Mejdi,FRA,7,34.2,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,2,2,X,X,X,X,X,8,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
AMAGASA Sohta,JPN,9,29.5,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,X,3,X,X,X,4,X,1,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
PRIHED Oren,ISR,10,24.6,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,5,1,X,X,X,X,X,X,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
PEINADO FRANGANILLO Guillermo,ESP,11,24.5,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,6,2,X,X,X,X,X,X,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
BLOEM Thorben Perry,GER,12,19.7,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,X,1,X,X,X,X,X,4,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
NARASAKI Tomoa,JPN,12,19.7,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,X,1,X,X,X,X,X,4,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
CHON Jongwon,KOR,14,19.6,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,X,2,X,X,X,4,X,X,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
CORNU Manuel,FRA,15,19.5,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,X,4,X,3,X,X,X,X,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
PEHARC Anze,SLO,15,19.5,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,X,2,X,X,X,5,X,X,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
BRAND Paul,NED,17,19.2,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,X,3,X,X,X,7,X,X,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
POSCH Jan-Luca,AUT,18,9.9,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,X,2,X,X,X,X,X,X,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
VON FREIER Lasse,GER,19,9.8,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,X,3,X,X,X,X,X,X,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
STRAUBHAAR Levin,SUI,20,9.7,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,X,4,X,X,X,X,X,X,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
SUGIMOTO Yusuke,JPN,20,9.7,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,X,4,X,X,X,X,X,X,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
RUSEV Nikolay,BUL,20,9.7,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,X,4,X,X,X,X,X,X,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
WIMMER Julian,AUT,23,9.6,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,X,5,X,X,X,X,X,X,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
FLOHÉ Yannick,GER,24,9.1,IFSC World Cup Bern 2025,1411,2025,"Bern, SUI",Boulder,Men,Semi-final,2025-06-13,/api/v1/category_rounds/10043/results,/api/v1/events/1411/result/3,X,10,X,X,X,X,X,X,"2025-06-13_Bern, SUI_Boulder_Men_Semi-final.csv"
