name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_A,Quali_time_B,source_file
MIROSLAW Aleksandra,POL,1,6.34,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Women,Qualification,2025-05-02,/api/v1/category_rounds/9390/results,/api/v1/events/1407/result/6,6.34,6.418,"2025-05-02_Bali, INA_Speed_Women_Qualification.csv"
ZHOU Yafei,CHN,2,6.44,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Women,Qualification,2025-05-02,/api/v1/category_rounds/9390/results,/api/v1/events/1407/result/6,6.641,6.445,"2025-05-02_Bali, INA_Speed_Women_Qualification.csv"
KALUCKA Natalia,POL,3,6.591,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Women,Qualification,2025-05-02,/api/v1/category_rounds/9390/results,/api/v1/events/1407/result/6,6.951,6.591,"2025-05-02_Bali, INA_Speed_Women_Qualification.csv"
JEONG Jimin,KOR,4,6.597,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Women,Qualification,2025-05-02,/api/v1/category_rounds/9390/results,/api/v1/events/1407/result/6,6.743,6.597,"2025-05-02_Bali, INA_Speed_Women_Qualification.csv"
DENG Lijuan,CHN,5,6.64,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Women,Qualification,2025-05-02,/api/v1/category_rounds/9390/results,/api/v1/events/1407/result/6,6.687,6.643,"2025-05-02_Bali, INA_Speed_Women_Qualification.csv"
KADEK Adi Asih,INA,6,7.00,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Women,Qualification,2025-05-02,/api/v1/category_rounds/9390/results,/api/v1/events/1407/result/6,7.185,7.003,"2025-05-02_Bali, INA_Speed_Women_Qualification.csv"
ZHANG Mengli,CHN,7,7.04,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Women,Qualification,2025-05-02,/api/v1/category_rounds/9390/results,/api/v1/events/1407/result/6,7.045,DNF,"2025-05-02_Bali, INA_Speed_Women_Qualification.csv"
ROMERO PÉREZ Leslie Adriana,ESP,8,7.20,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Women,Qualification,2025-05-02,/api/v1/category_rounds/9390/results,/api/v1/events/1407/result/6,7.298,7.207,"2025-05-02_Bali, INA_Speed_Women_Qualification.csv"
MADE RITA KUSUMA DEWI Desak,INA,9,7.22,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Women,Qualification,2025-05-02,/api/v1/category_rounds/9390/results,/api/v1/events/1407/result/6,7.226,10.317,"2025-05-02_Bali, INA_Speed_Women_Qualification.csv"
SUNG Hanareum,KOR,10,7.23,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Women,Qualification,2025-05-02,/api/v1/category_rounds/9390/results,/api/v1/events/1407/result/6,7.822,7.238,"2025-05-02_Bali, INA_Speed_Women_Qualification.csv"
CHUDZIAK Patrycja,POL,11,7.26,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Women,Qualification,2025-05-02,/api/v1/category_rounds/9390/results,/api/v1/events/1407/result/6,7.269,7.769,"2025-05-02_Bali, INA_Speed_Women_Qualification.csv"
VER KHADIJAH Alivany,INA,12,7.30,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Women,Qualification,2025-05-02,/api/v1/category_rounds/9390/results,/api/v1/events/1407/result/6,7.306,7.58,"2025-05-02_Bali, INA_Speed_Women_Qualification.csv"
CURCIO Sophia,USA,13,7.33,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Women,Qualification,2025-05-02,/api/v1/category_rounds/9390/results,/api/v1/events/1407/result/6,7.677,7.338,"2025-05-02_Bali, INA_Speed_Women_Qualification.csv"
NURHIDAYAH Susan,INA,14,7.35,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Women,Qualification,2025-05-02,/api/v1/category_rounds/9390/results,/api/v1/events/1407/result/6,8.146,7.357,"2025-05-02_Bali, INA_Speed_Women_Qualification.csv"
ROTHFORK Isis,USA,15,7.361,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Women,Qualification,2025-05-02,/api/v1/category_rounds/9390/results,/api/v1/events/1407/result/6,7.361,7.561,"2025-05-02_Bali, INA_Speed_Women_Qualification.csv"
VIGLIONE Capucine,FRA,16,7.362,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Women,Qualification,2025-05-02,/api/v1/category_rounds/9390/results,/api/v1/events/1407/result/6,7.467,7.362,"2025-05-02_Bali, INA_Speed_Women_Qualification.csv"
LESTARI Puja,INA,17,7.38,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Women,Qualification,2025-05-02,/api/v1/category_rounds/9390/results,/api/v1/events/1407/result/6,8.936,7.388,"2025-05-02_Bali, INA_Speed_Women_Qualification.csv"
KUSUMA Berthdigna Devi Surya,INA,18,7.39,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Women,Qualification,2025-05-02,/api/v1/category_rounds/9390/results,/api/v1/events/1407/result/6,7.393,7.8,"2025-05-02_Bali, INA_Speed_Women_Qualification.csv"
YANG Feiyan,CHN,19,7.42,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Women,Qualification,2025-05-02,/api/v1/category_rounds/9390/results,/api/v1/events/1407/result/6,8.215,7.427,"2025-05-02_Bali, INA_Speed_Women_Qualification.csv"
FIORIO Agnese,ITA,20,7.440,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Women,Qualification,2025-05-02,/api/v1/category_rounds/9390/results,/api/v1/events/1407/result/6,7.676,7.44,"2025-05-02_Bali, INA_Speed_Women_Qualification.csv"
KELLY Piper,USA,21,7.441,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Women,Qualification,2025-05-02,/api/v1/category_rounds/9390/results,/api/v1/events/1407/result/6,10.509,7.441,"2025-05-02_Bali, INA_Speed_Women_Qualification.csv"
