name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
WATSON Samuel,USA,1,4.64 (WR) (PaR),IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Final,2025-05-02,/api/v1/category_rounds/9985/results,/api/v1/events/1407/result/2,True,4.882,True,4.762,True,4.677,True,4.648,,,"2025-05-02_Bali, INA_Speed_Men_Final.csv"
OMASA Ryo,JPN,2,FALSE START,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Final,2025-05-02,/api/v1/category_rounds/9985/results,/api/v1/events/1407/result/2,True,5.148,True,4.909,True,4.995,False,FALSE START,,,"2025-05-02_Bali, INA_Speed_Men_Final.csv"
KATIBIN Kiromal,INA,3,4.81,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Final,2025-05-02,/api/v1/category_rounds/9985/results,/api/v1/events/1407/result/2,True,4.921,True,4.827,False,6.726,,,True,4.818,"2025-05-02_Bali, INA_Speed_Men_Final.csv"
NURSAMSA Raharjati,INA,4,6.64,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Final,2025-05-02,/api/v1/category_rounds/9985/results,/api/v1/events/1407/result/2,True,4.961,True,4.852,False,10.474,,,False,6.642,"2025-05-02_Bali, INA_Speed_Men_Final.csv"
LONG Jianguo,CHN,5,4.89,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Final,2025-05-02,/api/v1/category_rounds/9985/results,/api/v1/events/1407/result/2,True,5.017,False,4.891,,,,,,,"2025-05-02_Bali, INA_Speed_Men_Final.csv"
CHU Shouhong,CHN,6,4.94,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Final,2025-05-02,/api/v1/category_rounds/9985/results,/api/v1/events/1407/result/2,True,5.037,False,4.949,,,,,,,"2025-05-02_Bali, INA_Speed_Men_Final.csv"
LEONARDO Veddriq,INA,7,4.97,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Final,2025-05-02,/api/v1/category_rounds/9985/results,/api/v1/events/1407/result/2,True,5.183,False,4.976,,,,,,,"2025-05-02_Bali, INA_Speed_Men_Final.csv"
FUJINO Shuto,JPN,8,5.17 (5.08),IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Final,2025-05-02,/api/v1/category_rounds/9985/results,/api/v1/events/1407/result/2,True,5.086,False,5.171,,,,,,,"2025-05-02_Bali, INA_Speed_Men_Final.csv"
ILCHYSHYN Hryhorii,UKR,9,5.18 (5.12),IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Final,2025-05-02,/api/v1/category_rounds/9985/results,/api/v1/events/1407/result/2,False,5.186,,,,,,,,,"2025-05-02_Bali, INA_Speed_Men_Final.csv"
TKACH Yaroslav,UKR,10,5.12,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Final,2025-05-02,/api/v1/category_rounds/9985/results,/api/v1/events/1407/result/2,False,5.122,,,,,,,,,"2025-05-02_Bali, INA_Speed_Men_Final.csv"
MAIMURATOV Amir,KAZ,11,FALL (5.16),IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Final,2025-05-02,/api/v1/category_rounds/9985/results,/api/v1/events/1407/result/2,False,FALL,,,,,,,,,"2025-05-02_Bali, INA_Speed_Men_Final.csv"
ROBBY AL HILMI Antasyafi,INA,12,5.21,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Final,2025-05-02,/api/v1/category_rounds/9985/results,/api/v1/events/1407/result/2,False,5.217,,,,,,,,,"2025-05-02_Bali, INA_Speed_Men_Final.csv"
PAVLENKO Kostiantyn,UKR,13,6.08 (5.22),IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Final,2025-05-02,/api/v1/category_rounds/9985/results,/api/v1/events/1407/result/2,False,6.084,,,,,,,,,"2025-05-02_Bali, INA_Speed_Men_Final.csv"
SHI Zechuan,CHN,14,6.62 (5.26),IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Final,2025-05-02,/api/v1/category_rounds/9985/results,/api/v1/events/1407/result/2,False,6.622,,,,,,,,,"2025-05-02_Bali, INA_Speed_Men_Final.csv"
ALTYNBEKOV Beknur,KAZ,15,5.36 (5.26),IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Final,2025-05-02,/api/v1/category_rounds/9985/results,/api/v1/events/1407/result/2,False,5.367,,,,,,,,,"2025-05-02_Bali, INA_Speed_Men_Final.csv"
REBREYEND Pierre,FRA,16,5.32 (5.26),IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Final,2025-05-02,/api/v1/category_rounds/9985/results,/api/v1/events/1407/result/2,False,5.326,,,,,,,,,"2025-05-02_Bali, INA_Speed_Men_Final.csv"
