name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A,source_file
ROBBY AL HILMI Antasyafi,INA,21,5.13,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.182,5.139,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
ROBBIATI Luca,ITA,22,5.15,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.344,5.155,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
ALIPOUR SHENAZANDIFARD Reza,IRI,23,5.17,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.179,5.283,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
MOREL Jérôme,FRA,24,5.193,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.193,6.098,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
AMON Kevin,AUT,25,5.199,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.199,DNF,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
ILCHYSHYN Hryhorii,UKR,26,5.211 (5.23),IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.233,5.211,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
MUHAMMAD FAJRI Alfian,INA,27,5.211 (5.37),IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.372,5.211,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
KALIBAY Zhandos,KAZ,28,5.217,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.75,5.217,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
DAVID Julian,NZL,29,5.22,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,DNF,5.225,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
FUJINO Shuto,JPN,30,5.23,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.233,6.091,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
SHI Zechuan,CHN,31,5.26,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.264,7.042,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
MOZOLEVYCH Denys,UKR,32,5.27,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.39,5.274,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
PITCHER Ethan,CAN,33,5.30,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.658,5.308,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
SCHLECHT Logan,USA,34,5.31,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.41,5.311,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
ALTYNBEKOV Beknur,KAZ,35,5.326,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.326,10.146,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
MEILI Gilles,SUI,36,5.329,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.329,DNF,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
GÓMEZ BARRIOS Miguel,ESP,37,5.35,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.544,5.35,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
GARNIER Marceau,FRA,38,5.39,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,8.62,5.398,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
JUNG Yongjun,KOR,39,5.411,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,DNF,5.411,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
UMLAUF Aodhan,GER,40,5.414,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.414,5.547,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
LEE Yongsu,KOR,41,5.43,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,8.837,5.435,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
ALIPOURSHENAZANDIFARD Milad,IRI,42,5.46,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,9.102,5.465,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
ZEDLER Andrin,GER,43,5.50,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.687,5.506,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
BRATSCHI Noah,USA,44,5.53,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,6.951,5.534,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
ERNSBERGER Merritt,USA,45,5.56,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.569,5.572,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
CHOI Jongbin,KOR,46,5.57,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.574,6.149,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
GOODALL Andrew,GBR,47,5.58,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.586,6.532,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
BRUYNS Joshua,RSA,48,5.623,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,DNF,5.623,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
LE Dylan,CAN,49,5.625,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.891,5.625,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
PAYET GABORIAUD Marius,FRA,50,5.633,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.633,5.723,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
Bader Linus,GER,51,5.637,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.637,6.078,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
GAYRARD Aurélien,FRA,52,5.68,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.68,6.024,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
KNAPP Lukas,AUT,53,5.75,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.758,5.754,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
MURAT Alisher,KAZ,54,5.81,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,6.845,5.812,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
MENGUAL Max,FRA,55,5.83,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,8.051,5.838,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
CHAN Cheung-Chi Shoji,HKG,56,5.84,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,6.491,5.842,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
BARTON Hayden,AUS,57,5.85,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.853,6.525,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
ZHANG Dingfeng,CHN,58,5.87,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.879,7.4,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
PIÑA Héctor,VEN,59,5.88,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.882,5.984,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
LEHMANN Paco,FRA,60,5.90,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,7.046,5.905,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
SZALECKI Oskar,POL,61,5.94,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,7.059,5.945,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
JO Jinyong,KOR,62,6.00,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,6.009,7.007,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
CANCEL Gabriel,FRA,63,6.01,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,6.121,6.019,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
TURNER Luke,GBR,64,6.10,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,6.109,6.776,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
ABU ERGEEB Nasser,KUW,65,6.14,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,6.148,7.134,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
BOGESCHDORFER Lawrence,AUT,66,6.18,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,6.184,6.203,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
ALENCASTER Andrés,MEX,67,6.24,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,7.788,6.246,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
EGG Pedro,BRA,68,6.26,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,6.261,7.669,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
STERNIK Valentin,ARG,69,6.35,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,9.763,6.359,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
BOULOS Alessandro,ITA,70,6.51,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,DNF,6.516,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
PEREZ Gustavo Jose,VEN,71,7.02,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,7.024,DNF,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
NORDIN Aideen,MAS,72,7.06,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,7.066,8.632,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
WONG Cheuk-Nam,HKG,73,7.15,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,10.177,7.15,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
TOKTAROV Damir,KAZ,74,7.52,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,7.65,7.525,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
HOM Michael,USA,75,FALSE START (5.121),IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.121,DNS,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
DZIENSKI Marcin,POL,76,FALSE START (5.513),IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Men,Qualification,2025-07-11,/api/v1/category_rounds/9407/results,/api/v1/events/1414/result/2,5.513,DNS,"2025-07-11_Chamonix, FRA_Speed_Men_Qualification.csv"
