name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A,source_file
"LOW Ezell, Qing Wei",SGP,49,5.84,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.844,6.027,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
BADER Linus,GER,50,5.91,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,DNF,5.91,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
LEE Yongsu,KOR,51,5.92,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.949,5.923,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
GODDARD Aidan,USA,52,5.93,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.93,6.011,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
ZEDLER Dorian,GER,53,6.05,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,6.324,6.056,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
CHAN Cheung-Chi Shoji,HKG,54,6.06,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,7.124,6.067,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
HAMMER Zach,USA,55,6.07,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,6.071,DNF,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
KIM Dongjun,KOR,56,6.11,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,7.342,6.11,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
WONG Cheuk-Nam,HKG,57,6.254,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,6.254,9.391,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
TURNER Luke,GBR,58,6.256,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,6.362,6.256,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
TOKTAROV Damir,KAZ,59,6.51,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,7.071,6.511,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
YASUKAWA Jun,JPN,60,6.75,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,DNF,6.752,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
CHISHOLM Flynn,NZL,61,6.96,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,6.966,DNF,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
MURAT Alisher,KAZ,62,7.05,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,7.05,12.166,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
BOSSERT Braeden,CAN,63,7.41,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,7.418,DNF,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
MENSUR Hasan,TUR,64,7.58,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,7.586,9.638,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
TAŞ Ti̇mur,TUR,65,7.64,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,7.647,7.985,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
ABU ERGEEB Nasser,KUW,66,FALSE START (6395),IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,6.395,DNS,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
