name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A,source_file
KATIBIN Kiromal,INA,1,4.87,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,DNF,4.872,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
WATSON Samuel,USA,2,4.93,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.222,4.93,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
NURSAMSA Raharjati,INA,3,4.95,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.001,4.953,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
CHU Shouhong,CHN,4,5.04,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.045,5.115,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
ILCHYSHYN Hryhorii,UKR,5,5.121,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.121,5.233,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
LEONARDO Veddriq,INA,6,5.122,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.122,5.222,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
TKACH Yaroslav,UKR,7,5.16 (5.236),IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.164,5.236,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
LONG Jianguo,CHN,8,5.16 (7.638),IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,7.638,5.164,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
MAIMURATOV Amir,KAZ,9,5.16 (FALL),IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,DNF,5.164,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
FUJINO Shuto,JPN,10,5.222,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.427,5.222,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
PAVLENKO Kostiantyn,UKR,11,5.227,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.227,5.324,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
OMASA Ryo,JPN,12,5.24,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,DNF,5.24,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
ROBBY AL HILMI Antasyafi,INA,13,5.25,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.254,5.866,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
SHI Zechuan,CHN,14,5.260 (5.260),IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.26,5.26,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
ALTYNBEKOV Beknur,KAZ,15,5.26 (6.842),IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.26,6.842,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
REBREYEND Pierre,FRA,16,5.268,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.411,5.268,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
AMON Kevin,AUT,17,5.27,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.733,5.273,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
ZHAO Linwen,CHN,18,5.290,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,8.185,5.29,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
ROBBIATI Luca,ITA,19,5.292,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.292,5.612,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
ZHANG Dingfeng,CHN,20,5.301,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.466,5.301,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
NOYA CARDONA Erik,ESP,21,5.304,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.304,6.738,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
LIMPANICHPAKDEE Aphiwit,THA,22,5.32,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.656,5.329,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
ZURLONI Matteo,ITA,23,5.33,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.985,5.336,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
DAVID Julian,NZL,24,5.34,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.347,6.09,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
GORDON SITORUS Rian,INA,25,5.35,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.359,5.374,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
ZODDA Gian Luca,ITA,26,5.37,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.408,5.373,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
KALIBAY Zhandos,KAZ,27,5.38,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.385,5.468,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
PRAMUDITA Zulkifli,INA,28,5.40,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.972,5.402,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
RAMASKI Aswin Kristanto,INA,29,5.42,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,7.195,5.424,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
FOSSALI Ludovico,ITA,30,5.443,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.443,5.523,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
LUCKE Sebastian,GER,31,5.449,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.449,7.88,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
ERNSBERGER Merritt,USA,32,5.45,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.45,8.018,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
BRATSCHI Noah,USA,33,5.46,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.468,7.608,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
MUHAMMAD FAJRI Alfian,INA,34,5.51,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.545,5.513,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
JENNINGS Ben,USA,35,5.52,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.55,5.526,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
MORO Guillaume,FRA,36,5.53,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,11.06,5.53,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
BOGESCHDORFER Lawrence,AUT,37,5.55,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,6.091,5.55,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
SAMUDRA Riski,INA,38,5.58,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.587,DNF,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
CHOI Jongbin,KOR,39,5.602,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,6.096,5.602,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
JO Jinyong,KOR,40,5.604,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.641,5.604,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
PITCHER Ethan,CAN,41,5.61,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.837,5.614,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
MOREL Jérôme,FRA,42,5.64,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,6.013,5.644,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
RONTINI Marco,ITA,43,5.69,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.694,DNF,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
BAKRI Glenn,INA,44,5.72,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.726,5.799,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
YANG Jie,CHN,45,5.76,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,DNF,5.765,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
DZIENSKI Marcin,POL,46,5.79,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.798,5.836,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
UMLAUF Aodhan,GER,47,5.813,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.813,DNF,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
JIN RUI Andre Ho,SGP,48,5.815,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.815,5.92,"2025-05-02_Bali, INA_Speed_Men_Qualification.csv"
