name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_A,Quali_time_B,source_file
WATSON Samuel,USA,1,4.76,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,4.76,4.796,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
LONG Jianguo,CHN,2,4.87,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,4.874,5.23,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
KATIBIN Kiromal,INA,3,4.964,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,4.967,4.964,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
HAMMER Zach,USA,4,4.969,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,4.969,5.991,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
CHU Shouhong,CHN,5,4.99,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.154,4.998,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
ZHANG Dingfeng,CHN,6,5.05,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.103,5.056,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
TKACH Yaroslav,UKR,7,5.09,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.167,5.092,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
LI Xu,CHN,8,5.10,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.102,DNF,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
MAIMURATOV Amir,KAZ,9,5.110,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.11,5.138,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
LUCKE Sebastian,GER,10,5.111,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.111,5.205,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
ZURLONI Matteo,ITA,11,5.115,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.115,15.14,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
YANG Jie,CHN,12,5.12,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,DNF,5.129,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
ILCHYSHYN Hryhorii,UKR,13,5.132,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.132,6.001,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
NOYA CARDONA Erik,ESP,14,5.135,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.135,5.151,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
OMASA Ryo,JPN,15,5.14,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.272,5.145,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
SHI Zechuan,CHN,16,5.162,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.162,5.258,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
LEONARDO Veddriq,INA,17,5.165,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.201,5.165,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
ZHAO Linwen,CHN,18,5.20,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.209,5.221,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
JUNG Yongjun,KOR,19,5.25,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.256,5.672,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
MUHAMMAD FAJRI Alfian,INA,20,5.260,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.26,5.325,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
FOSSALI Ludovico,ITA,21,5.267,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,DNF,5.267,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
TOKTAROV Damir,KAZ,22,5.27,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.275,10.511,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
AMON Kevin,AUT,23,5.29,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.291,5.457,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
ROBBIATI Luca,ITA,24,5.30,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,DNF,5.307,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
ZODDA Gian Luca,ITA,25,5.31,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.319,5.454,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
PAVLENKO Kostiantyn,UKR,26,5.335,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,7.191,5.335,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
UMLAUF Aodhan,GER,27,5.336,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.564,5.336,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
CHOI Jongbin,KOR,28,5.414,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.414,5.457,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
XIAO Wei,CHN,29,5.415,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,DNF,5.415,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
ALTYNBEKOV Beknur,KAZ,30,5.42,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,DNF,5.424,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
RONTINI Marco,ITA,31,5.44,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,9.229,5.441,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
DZIENSKI Marcin,POL,32,5.464,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,DNF,5.464,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
HUANG Jingjie,CHN,33,5.466,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.466,6.429,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
JENNINGS Ben,USA,34,5.49,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,6.922,5.498,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
BRATSCHI Noah,USA,35,5.56,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,6.846,5.563,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
BOGESCHDORFER Lawrence,AUT,36,5.57,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.574,DNF,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
JO Jinyong,KOR,37,5.61,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Men,Qualification,2025-04-25,/api/v1/category_rounds/9385/results,/api/v1/events/1406/result/2,5.619,5.686,"2025-04-25_Wujiang, CHN_Speed_Men_Qualification.csv"
