name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
SUZUKI Neo,JPN,1,TOP,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,TOP,"2025-06-25_Innsbruck, AUT_Lead_Men_Semi-final.csv"
ROBERTS Toby,GBR,2,50+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,50+,"2025-06-25_Innsbruck, AUT_Lead_Men_Semi-final.csv"
GRUPPER Jesse,USA,3,50+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,50+,"2025-06-25_Innsbruck, AUT_Lead_Men_Semi-final.csv"
BERTONE Max,FRA,4,50,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,50,"2025-06-25_Innsbruck, AUT_Lead_Men_Semi-final.csv"
GINÉS LÓPEZ Alberto,ESP,5,49+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,49+,"2025-06-25_Innsbruck, AUT_Lead_Men_Semi-final.csv"
YOSHIDA Satone,JPN,6,46+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,46+,"2025-06-25_Innsbruck, AUT_Lead_Men_Semi-final.csv"
LEE Dohyun,KOR,7,45+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,45+,"2025-06-25_Innsbruck, AUT_Lead_Men_Semi-final.csv"
FLOHÉ Yannick,GER,8,45+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,45+,"2025-06-25_Innsbruck, AUT_Lead_Men_Semi-final.csv"
ANRAKU Sorato,JPN,9,45,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,45,"2025-06-25_Innsbruck, AUT_Lead_Men_Semi-final.csv"
AVEZOU Sam,FRA,10,44+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,44+,"2025-06-25_Innsbruck, AUT_Lead_Men_Semi-final.csv"
POTOCAR Luka,SLO,11,43,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,43,"2025-06-25_Innsbruck, AUT_Lead_Men_Semi-final.csv"
RIZKY SYAHRAFLI SIMATUPANG Muhammad,INA,12,42,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,42,"2025-06-25_Innsbruck, AUT_Lead_Men_Semi-final.csv"
PLACCI Giovanni,ITA,13,41,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,41,"2025-06-25_Innsbruck, AUT_Lead_Men_Semi-final.csv"
MURASHITA Zento,JPN,14,40+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,40+,"2025-06-25_Innsbruck, AUT_Lead_Men_Semi-final.csv"
