name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
MCNEICE Erin,GBR,1,TOP,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Women,Semi-final,2025-04-25,/api/v1/category_rounds/9958/results,/api/v1/events/1406/result/5,TOP,"2025-04-25_Wujiang, CHN_Lead_Women_Semi-final.csv"
SANDERS Annie,USA,1,TOP,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Women,Semi-final,2025-04-25,/api/v1/category_rounds/9958/results,/api/v1/events/1406/result/5,TOP,"2025-04-25_Wujiang, CHN_Lead_Women_Semi-final.csv"
SEO Chaehyun,KOR,1,TOP,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Women,Semi-final,2025-04-25,/api/v1/category_rounds/9958/results,/api/v1/events/1406/result/5,TOP,"2025-04-25_Wujiang, CHN_Lead_Women_Semi-final.csv"
ROGORA Laura,ITA,4,TOP,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Women,Semi-final,2025-04-25,/api/v1/category_rounds/9958/results,/api/v1/events/1406/result/5,TOP,"2025-04-25_Wujiang, CHN_Lead_Women_Semi-final.csv"
MACKENZIE Oceania,AUS,5,41+,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Women,Semi-final,2025-04-25,/api/v1/category_rounds/9958/results,/api/v1/events/1406/result/5,41+,"2025-04-25_Wujiang, CHN_Lead_Women_Semi-final.csv"
ZHANG Yuetong,CHN,6,41+,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Women,Semi-final,2025-04-25,/api/v1/category_rounds/9958/results,/api/v1/events/1406/result/5,41+,"2025-04-25_Wujiang, CHN_Lead_Women_Semi-final.csv"
APEL Anna Maria,GER,7,41+,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Women,Semi-final,2025-04-25,/api/v1/category_rounds/9958/results,/api/v1/events/1406/result/5,41+,"2025-04-25_Wujiang, CHN_Lead_Women_Semi-final.csv"
JANICOT Hélène,FRA,8,41+,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Women,Semi-final,2025-04-25,/api/v1/category_rounds/9958/results,/api/v1/events/1406/result/5,41+,"2025-04-25_Wujiang, CHN_Lead_Women_Semi-final.csv"
KRAMPL Mia,SLO,9,40,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Women,Semi-final,2025-04-25,/api/v1/category_rounds/9958/results,/api/v1/events/1406/result/5,40,"2025-04-25_Wujiang, CHN_Lead_Women_Semi-final.csv"
COPAR Sara,SLO,10,39+,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Women,Semi-final,2025-04-25,/api/v1/category_rounds/9958/results,/api/v1/events/1406/result/5,39+,"2025-04-25_Wujiang, CHN_Lead_Women_Semi-final.csv"
