name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
GINÉS LÓPEZ Alberto,ESP,1,39,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Men,Semi-final,2025-07-11,/api/v1/category_rounds/10133/results,/api/v1/events/1414/result/1,39,"2025-07-11_Chamonix, FRA_Lead_Men_Semi-final.csv"
ANRAKU Sorato,JPN,2,37+,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Men,Semi-final,2025-07-11,/api/v1/category_rounds/10133/results,/api/v1/events/1414/result/1,37+,"2025-07-11_Chamonix, FRA_Lead_Men_Semi-final.csv"
OMATA Shion,JPN,3,37+,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Men,Semi-final,2025-07-11,/api/v1/category_rounds/10133/results,/api/v1/events/1414/result/1,37+,"2025-07-11_Chamonix, FRA_Lead_Men_Semi-final.csv"
DUFFY Colin,USA,4,37+,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Men,Semi-final,2025-07-11,/api/v1/category_rounds/10133/results,/api/v1/events/1414/result/1,37+,"2025-07-11_Chamonix, FRA_Lead_Men_Semi-final.csv"
SCHENK Filip,ITA,5,37+,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Men,Semi-final,2025-07-11,/api/v1/category_rounds/10133/results,/api/v1/events/1414/result/1,37+,"2025-07-11_Chamonix, FRA_Lead_Men_Semi-final.csv"
POTOCAR Luka,SLO,6,37,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Men,Semi-final,2025-07-11,/api/v1/category_rounds/10133/results,/api/v1/events/1414/result/1,37,"2025-07-11_Chamonix, FRA_Lead_Men_Semi-final.csv"
UTELLI Jonas,SUI,7,37,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Men,Semi-final,2025-07-11,/api/v1/category_rounds/10133/results,/api/v1/events/1414/result/1,37,"2025-07-11_Chamonix, FRA_Lead_Men_Semi-final.csv"
YOSHIDA Satone,JPN,8,36+,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Men,Semi-final,2025-07-11,/api/v1/category_rounds/10133/results,/api/v1/events/1414/result/1,36+,"2025-07-11_Chamonix, FRA_Lead_Men_Semi-final.csv"
LEE Dohyun,KOR,9,36+,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Men,Semi-final,2025-07-11,/api/v1/category_rounds/10133/results,/api/v1/events/1414/result/1,36+,"2025-07-11_Chamonix, FRA_Lead_Men_Semi-final.csv"
FLOHÉ Yannick,GER,10,36+,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Men,Semi-final,2025-07-11,/api/v1/category_rounds/10133/results,/api/v1/events/1414/result/1,36+,"2025-07-11_Chamonix, FRA_Lead_Men_Semi-final.csv"
