name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A,source_file
JEONG Jimin,KOR,1,6.36,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,6.363,6.534,"2025-04-25_Wujiang, CHN_Speed_Women_Qualification.csv"
MADE RITA KUSUMA DEWI Desak,INA,2,6.37,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,6.558,6.379,"2025-04-25_Wujiang, CHN_Speed_Women_Qualification.csv"
DENG Lijuan,CHN,3,6.42,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,6.426,6.547,"2025-04-25_Wujiang, CHN_Speed_Women_Qualification.csv"
MIROSLAW Aleksandra,POL,4,6.43,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,6.447,6.434,"2025-04-25_Wujiang, CHN_Speed_Women_Qualification.csv"
HUNT Emma,USA,5,6.47,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,6.476,6.806,"2025-04-25_Wujiang, CHN_Speed_Women_Qualification.csv"
KALUCKA Natalia,POL,6,6.50,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,6.638,6.501,"2025-04-25_Wujiang, CHN_Speed_Women_Qualification.csv"
ZHANG Shaoqin,CHN,7,6.54,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,6.61,6.542,"2025-04-25_Wujiang, CHN_Speed_Women_Qualification.csv"
MENG Shixue,CHN,8,6.56,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,6.848,6.567,"2025-04-25_Wujiang, CHN_Speed_Women_Qualification.csv"
ZHOU Yafei,CHN,9,6.58,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,6.585,DNF,"2025-04-25_Wujiang, CHN_Speed_Women_Qualification.csv"
QIN Yumei,CHN,10,6.63,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,DNF,6.638,"2025-04-25_Wujiang, CHN_Speed_Women_Qualification.csv"
YANG Mi,CHN,11,6.74,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,6.826,6.74,"2025-04-25_Wujiang, CHN_Speed_Women_Qualification.csv"
ZHANG Mengli,CHN,12,6.94,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,7.749,6.947,"2025-04-25_Wujiang, CHN_Speed_Women_Qualification.csv"
SHI Xinyue,CHN,13,7.00,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,7.111,7.006,"2025-04-25_Wujiang, CHN_Speed_Women_Qualification.csv"
