name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
ANRAKU Sorato,JPN,1,2.12,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Men,Qualification,2025-05-02,/api/v1/category_rounds/9387/results,/api/v1/events/1407/result/1,32+,TOP,"2025-05-02_Bali, INA_Lead_Men_Qualification.csv"
YOSHIDA Satone,JPN,1,2.12,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Men,Qualification,2025-05-02,/api/v1/category_rounds/9387/results,/api/v1/events/1407/result/1,32+,TOP,"2025-05-02_Bali, INA_Lead_Men_Qualification.csv"
GINÉS LÓPEZ Alberto,ESP,3,3.67,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Men,Qualification,2025-05-02,/api/v1/category_rounds/9387/results,/api/v1/events/1407/result/1,32+,36+,"2025-05-02_Bali, INA_Lead_Men_Qualification.csv"
SUZUKI Neo,JPN,4,4.74,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Men,Qualification,2025-05-02,/api/v1/category_rounds/9387/results,/api/v1/events/1407/result/1,30+,39+,"2025-05-02_Bali, INA_Lead_Men_Qualification.csv"
FLOHÉ Yannick,GER,5,6.6,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Men,Qualification,2025-05-02,/api/v1/category_rounds/9387/results,/api/v1/events/1407/result/1,32+,34+,"2025-05-02_Bali, INA_Lead_Men_Qualification.csv"
UTELLI Jonas,SUI,6,6.71,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Men,Qualification,2025-05-02,/api/v1/category_rounds/9387/results,/api/v1/events/1407/result/1,30+,36,"2025-05-02_Bali, INA_Lead_Men_Qualification.csv"
LEHMANN Sascha,SUI,7,10.45,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Men,Qualification,2025-05-02,/api/v1/category_rounds/9387/results,/api/v1/events/1407/result/1,27,35,"2025-05-02_Bali, INA_Lead_Men_Qualification.csv"
TRI RAMADANI Putra,INA,8,10.82,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Men,Qualification,2025-05-02,/api/v1/category_rounds/9387/results,/api/v1/events/1407/result/1,19+,36+,"2025-05-02_Bali, INA_Lead_Men_Qualification.csv"
GRUPPER Jesse,USA,9,11.09,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Men,Qualification,2025-05-02,/api/v1/category_rounds/9387/results,/api/v1/events/1407/result/1,32+,29+,"2025-05-02_Bali, INA_Lead_Men_Qualification.csv"
GRÜNENFELDER Nino,SUI,10,11.11,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Lead,Men,Qualification,2025-05-02,/api/v1/category_rounds/9387/results,/api/v1/events/1407/result/1,25+,35,"2025-05-02_Bali, INA_Lead_Men_Qualification.csv"
