name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_A,Quali_time_B,source_file
KATIBIN Kiromal,INA,1,4.862,IFSC World Cup Guiyang 2025,1467,2025,"Guiyang, CHN",Speed,Men,Qualification,2025-09-12,/api/v1/category_rounds/10035/results,/api/v1/events/1467/result/2,4.862,5.851,"2025-09-12_Guiyang, CHN_Speed_Men_Qualification.csv"
NURSAMSA Raharjati,INA,2,4.865,IFSC World Cup Guiyang 2025,1467,2025,"Guiyang, CHN",Speed,Men,Qualification,2025-09-12,/api/v1/category_rounds/10035/results,/api/v1/events/1467/result/2,4.865,4.918,"2025-09-12_Guiyang, CHN_Speed_Men_Qualification.csv"
OMASA Ryo,JPN,3,4.90,IFSC World Cup Guiyang 2025,1467,2025,"Guiyang, CHN",Speed,Men,Qualification,2025-09-12,/api/v1/category_rounds/10035/results,/api/v1/events/1467/result/2,5.048,4.903,"2025-09-12_Guiyang, CHN_Speed_Men_Qualification.csv"
HAMMER Zach,USA,4,4.932,IFSC World Cup Guiyang 2025,1467,2025,"Guiyang, CHN",Speed,Men,Qualification,2025-09-12,/api/v1/category_rounds/10035/results,/api/v1/events/1467/result/2,5.011,4.932,"2025-09-12_Guiyang, CHN_Speed_Men_Qualification.csv"
TKACH Yaroslav,UKR,5,4.936 (ER),IFSC World Cup Guiyang 2025,1467,2025,"Guiyang, CHN",Speed,Men,Qualification,2025-09-12,/api/v1/category_rounds/10035/results,/api/v1/events/1467/result/2,4.936,4.946,"2025-09-12_Guiyang, CHN_Speed_Men_Qualification.csv"
LONG Jianguo,CHN,6,4.954,IFSC World Cup Guiyang 2025,1467,2025,"Guiyang, CHN",Speed,Men,Qualification,2025-09-12,/api/v1/category_rounds/10035/results,/api/v1/events/1467/result/2,7.209,4.954,"2025-09-12_Guiyang, CHN_Speed_Men_Qualification.csv"
CARMANNS Leander,GER,7,4.959,IFSC World Cup Guiyang 2025,1467,2025,"Guiyang, CHN",Speed,Men,Qualification,2025-09-12,/api/v1/category_rounds/10035/results,/api/v1/events/1467/result/2,4.959,6.151,"2025-09-12_Guiyang, CHN_Speed_Men_Qualification.csv"
CHU Shouhong,CHN,8,4.96,IFSC World Cup Guiyang 2025,1467,2025,"Guiyang, CHN",Speed,Men,Qualification,2025-09-12,/api/v1/category_rounds/10035/results,/api/v1/events/1467/result/2,4.98,4.96,"2025-09-12_Guiyang, CHN_Speed_Men_Qualification.csv"
MAIMURATOV Amir,KAZ,9,4.973,IFSC World Cup Guiyang 2025,1467,2025,"Guiyang, CHN",Speed,Men,Qualification,2025-09-12,/api/v1/category_rounds/10035/results,/api/v1/events/1467/result/2,5.126,4.973,"2025-09-12_Guiyang, CHN_Speed_Men_Qualification.csv"
WATSON Samuel,USA,10,4.977,IFSC World Cup Guiyang 2025,1467,2025,"Guiyang, CHN",Speed,Men,Qualification,2025-09-12,/api/v1/category_rounds/10035/results,/api/v1/events/1467/result/2,DNF,4.977,"2025-09-12_Guiyang, CHN_Speed_Men_Qualification.csv"
