name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
ANRAKU Sorato,JPN,1,3.46,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,43+,TOP,"2025-07-18_Madrid, ESP_Lead_Men_Qualification.csv"
GINÉS LÓPEZ Alberto,ESP,1,3.46,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,43+,TOP,"2025-07-18_Madrid, ESP_Lead_Men_Qualification.csv"
SUZUKI Neo,JPN,1,3.46,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,43+,TOP,"2025-07-18_Madrid, ESP_Lead_Men_Qualification.csv"
YOSHIDA Satone,JPN,1,3.46,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,43+,TOP,"2025-07-18_Madrid, ESP_Lead_Men_Qualification.csv"
OMATA Shion,JPN,5,5.48,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,43+,43+,"2025-07-18_Madrid, ESP_Lead_Men_Qualification.csv"
GRUPPER Jesse,USA,6,5.74,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,42+,TOP,"2025-07-18_Madrid, ESP_Lead_Men_Qualification.csv"
LEE Dohyun,KOR,7,6.78,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,43+,39+,"2025-07-18_Madrid, ESP_Lead_Men_Qualification.csv"
MURASHITA Zento,JPN,8,9.08,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,42+,43+,"2025-07-18_Madrid, ESP_Lead_Men_Qualification.csv"
ROBERTS Toby,GBR,9,9.59,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,43,39+,"2025-07-18_Madrid, ESP_Lead_Men_Qualification.csv"
PLACCI Giovanni,ITA,10,10.58,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,43+,38+,"2025-07-18_Madrid, ESP_Lead_Men_Qualification.csv"
DUFFY Colin,USA,11,11.25,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,42+,39+,"2025-07-18_Madrid, ESP_Lead_Men_Qualification.csv"
SCHENK Filip,ITA,11,11.25,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,42+,39+,"2025-07-18_Madrid, ESP_Lead_Men_Qualification.csv"
NAGEL Yannick,GER,13,15.35,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,39+,39+,"2025-07-18_Madrid, ESP_Lead_Men_Qualification.csv"
Konecny Jakub,CZE,14,16.49,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,41+,39,"2025-07-18_Madrid, ESP_Lead_Men_Qualification.csv"
