name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
ANRAKU Sorato,JPN,1,41+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Men,Semi-final,2025-09-05,/api/v1/category_rounds/10250/results,/api/v1/events/1416/result/1,41+,"2025-09-05_Koper, SLO_Lead_Men_Semi-final.csv"
Roberts Toby,GBR,2,40+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Men,Semi-final,2025-09-05,/api/v1/category_rounds/10250/results,/api/v1/events/1416/result/1,40+,"2025-09-05_Koper, SLO_Lead_Men_Semi-final.csv"
Ginés López Alberto,ESP,3,40+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Men,Semi-final,2025-09-05,/api/v1/category_rounds/10250/results,/api/v1/events/1416/result/1,40+,"2025-09-05_Koper, SLO_Lead_Men_Semi-final.csv"
TRI RAMADANI PUTRA,INA,4,40,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Men,Semi-final,2025-09-05,/api/v1/category_rounds/10250/results,/api/v1/events/1416/result/1,40,"2025-09-05_Koper, SLO_Lead_Men_Semi-final.csv"
Schubert Jakob,AUT,5,39,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Men,Semi-final,2025-09-05,/api/v1/category_rounds/10250/results,/api/v1/events/1416/result/1,39,"2025-09-05_Koper, SLO_Lead_Men_Semi-final.csv"
Suzuki Neo,JPN,6,38+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Men,Semi-final,2025-09-05,/api/v1/category_rounds/10250/results,/api/v1/events/1416/result/1,38+,"2025-09-05_Koper, SLO_Lead_Men_Semi-final.csv"
YOSHIDA Satone,JPN,7,38,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Men,Semi-final,2025-09-05,/api/v1/category_rounds/10250/results,/api/v1/events/1416/result/1,38,"2025-09-05_Koper, SLO_Lead_Men_Semi-final.csv"
Ondra Adam,CZE,8,37,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Men,Semi-final,2025-09-05,/api/v1/category_rounds/10250/results,/api/v1/events/1416/result/1,37,"2025-09-05_Koper, SLO_Lead_Men_Semi-final.csv"
Flohé Yannick,GER,9,36+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Men,Semi-final,2025-09-05,/api/v1/category_rounds/10250/results,/api/v1/events/1416/result/1,36+,"2025-09-05_Koper, SLO_Lead_Men_Semi-final.csv"
LEE Dohyun,KOR,10,33+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Men,Semi-final,2025-09-05,/api/v1/category_rounds/10250/results,/api/v1/events/1416/result/1,33+,"2025-09-05_Koper, SLO_Lead_Men_Semi-final.csv"
Schenk Filip,ITA,11,33+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Men,Semi-final,2025-09-05,/api/v1/category_rounds/10250/results,/api/v1/events/1416/result/1,33+,"2025-09-05_Koper, SLO_Lead_Men_Semi-final.csv"
YURIKUSA Ao,JPN,12,30+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Men,Semi-final,2025-09-05,/api/v1/category_rounds/10250/results,/api/v1/events/1416/result/1,30+,"2025-09-05_Koper, SLO_Lead_Men_Semi-final.csv"
Bertone Max,FRA,13,28+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Men,Semi-final,2025-09-05,/api/v1/category_rounds/10250/results,/api/v1/events/1416/result/1,28+,"2025-09-05_Koper, SLO_Lead_Men_Semi-final.csv"
Ghisolfi Stefano,ITA,14,28+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Men,Semi-final,2025-09-05,/api/v1/category_rounds/10250/results,/api/v1/events/1416/result/1,28+,"2025-09-05_Koper, SLO_Lead_Men_Semi-final.csv"
Placci Giovanni,ITA,15,27+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Men,Semi-final,2025-09-05,/api/v1/category_rounds/10250/results,/api/v1/events/1416/result/1,27+,"2025-09-05_Koper, SLO_Lead_Men_Semi-final.csv"
Konecny Jakub,CZE,16,27+,IFSC World Cup Koper 2025,1416,2025,"Koper, SLO",Lead,Men,Semi-final,2025-09-05,/api/v1/category_rounds/10250/results,/api/v1/events/1416/result/1,27+,"2025-09-05_Koper, SLO_Lead_Men_Semi-final.csv"
