name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_A,Quali_time_B,source_file
MENG Shixue,CHN,1,6.37,IFSC World Cup Guiyang 2025,1467,2025,"Guiyang, CHN",Speed,Women,Qualification,2025-09-12,/api/v1/category_rounds/10036/results,/api/v1/events/1467/result/6,6.372,6.604,"2025-09-12_Guiyang, CHN_Speed_Women_Qualification.csv"
ZHOU Yafei,CHN,2,6.47,IFSC World Cup Guiyang 2025,1467,2025,"Guiyang, CHN",Speed,Women,Qualification,2025-09-12,/api/v1/category_rounds/10036/results,/api/v1/events/1467/result/6,6.474,DNF,"2025-09-12_Guiyang, CHN_Speed_Women_Qualification.csv"
JEONG Jimin,KOR,3,6.49,IFSC World Cup Guiyang 2025,1467,2025,"Guiyang, CHN",Speed,Women,Qualification,2025-09-12,/api/v1/category_rounds/10036/results,/api/v1/events/1467/result/6,6.49,6.671,"2025-09-12_Guiyang, CHN_Speed_Women_Qualification.csv"
Hunt Emma,USA,4,6.52,IFSC World Cup Guiyang 2025,1467,2025,"Guiyang, CHN",Speed,Women,Qualification,2025-09-12,/api/v1/category_rounds/10036/results,/api/v1/events/1467/result/6,6.525,6.66,"2025-09-12_Guiyang, CHN_Speed_Women_Qualification.csv"
WANG SHENGYAN,CHN,5,6.58,IFSC World Cup Guiyang 2025,1467,2025,"Guiyang, CHN",Speed,Women,Qualification,2025-09-12,/api/v1/category_rounds/10036/results,/api/v1/events/1467/result/6,6.847,6.585,"2025-09-12_Guiyang, CHN_Speed_Women_Qualification.csv"
MOU YUJU,CHN,6,6.62,IFSC World Cup Guiyang 2025,1467,2025,"Guiyang, CHN",Speed,Women,Qualification,2025-09-12,/api/v1/category_rounds/10036/results,/api/v1/events/1467/result/6,6.625,7.928,"2025-09-12_Guiyang, CHN_Speed_Women_Qualification.csv"
ZHANG TIANXIANG,CHN,7,6.65,IFSC World Cup Guiyang 2025,1467,2025,"Guiyang, CHN",Speed,Women,Qualification,2025-09-12,/api/v1/category_rounds/10036/results,/api/v1/events/1467/result/6,6.657,6.707,"2025-09-12_Guiyang, CHN_Speed_Women_Qualification.csv"
MADE RITA KUSUMA DEWI Desak,INA,8,6.68,IFSC World Cup Guiyang 2025,1467,2025,"Guiyang, CHN",Speed,Women,Qualification,2025-09-12,/api/v1/category_rounds/10036/results,/api/v1/events/1467/result/6,7.931,6.686,"2025-09-12_Guiyang, CHN_Speed_Women_Qualification.csv"
QIN Yumei,CHN,9,6.73,IFSC World Cup Guiyang 2025,1467,2025,"Guiyang, CHN",Speed,Women,Qualification,2025-09-12,/api/v1/category_rounds/10036/results,/api/v1/events/1467/result/6,DNF,6.734,"2025-09-12_Guiyang, CHN_Speed_Women_Qualification.csv"
ZHANG Shaoqin,CHN,10,6.77,IFSC World Cup Guiyang 2025,1467,2025,"Guiyang, CHN",Speed,Women,Qualification,2025-09-12,/api/v1/category_rounds/10036/results,/api/v1/events/1467/result/6,DNF,6.778,"2025-09-12_Guiyang, CHN_Speed_Women_Qualification.csv"
