name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
ROGORA Laura,ITA,1.0,2.24,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Women,Qualification,2025-07-18,/api/v1/category_rounds/9741/results,/api/v1/events/1454/result/5,TOP,TOP,"2025-07-18_Madrid, ESP_Lead_Women_Qualification.csv"
SEO Chaehyun,KOR,1.0,2.24,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Women,Qualification,2025-07-18,/api/v1/category_rounds/9741/results,/api/v1/events/1454/result/5,TOP,TOP,"2025-07-18_Madrid, ESP_Lead_Women_Qualification.csv"
MCNEICE Erin,GBR,3.0,3.46,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Women,Qualification,2025-07-18,/api/v1/category_rounds/9741/results,/api/v1/events/1454/result/5,TOP,47+,"2025-07-18_Madrid, ESP_Lead_Women_Qualification.csv"
RABOUTOU Brooke,USA,4.0,3.71,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Women,Qualification,2025-07-18,/api/v1/category_rounds/9741/results,/api/v1/events/1454/result/5,42+,TOP,"2025-07-18_Madrid, ESP_Lead_Women_Qualification.csv"
SANDERS Annie,USA,5.0,5.12,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Women,Qualification,2025-07-18,/api/v1/category_rounds/9741/results,/api/v1/events/1454/result/5,39,TOP,"2025-07-18_Madrid, ESP_Lead_Women_Qualification.csv"
DOUMONT Heloïse,BEL,6.0,7.04,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Women,Qualification,2025-07-18,/api/v1/category_rounds/9741/results,/api/v1/events/1454/result/5,42+,44,"2025-07-18_Madrid, ESP_Lead_Women_Qualification.csv"
REKAR Rosa,SLO,7.0,8.0,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Women,Qualification,2025-07-18,/api/v1/category_rounds/9741/results,/api/v1/events/1454/result/5,42,45+,"2025-07-18_Madrid, ESP_Lead_Women_Qualification.csv"
KIM Jain,KOR,8.0,10.1,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Women,Qualification,2025-07-18,/api/v1/category_rounds/9741/results,/api/v1/events/1454/result/5,37+,47+,"2025-07-18_Madrid, ESP_Lead_Women_Qualification.csv"
KRAMPL Mia,SLO,8.0,10.1,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Women,Qualification,2025-07-18,/api/v1/category_rounds/9741/results,/api/v1/events/1454/result/5,37+,47+,"2025-07-18_Madrid, ESP_Lead_Women_Qualification.csv"
HILY Manon,FRA,10.0,10.49,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Women,Qualification,2025-07-18,/api/v1/category_rounds/9741/results,/api/v1/events/1454/result/5,42+,40+,"2025-07-18_Madrid, ESP_Lead_Women_Qualification.csv"
TARKUS Lucija,SLO,11.0,11.4,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Women,Qualification,2025-07-18,/api/v1/category_rounds/9741/results,/api/v1/events/1454/result/5,38,43,"2025-07-18_Madrid, ESP_Lead_Women_Qualification.csv"
